Nombre;Descripcion;Categoria;Etiquetas;Precio;URL FOTO
Leche Entera Alpina;Bolsa x 1.100 ml;Lacteo/Huevos y refrigerados;Leches ;3100;https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702001041404.jpg
Leche Alpina Deslactosada ;Bolsa x 1.100 ml;Lacteo/Huevos y refrigerados;Leches ;3400;https://cdn.derematazo.com/wp-content/uploads/2019/08/Leche-Alpina-Deslactosada-Bolsa-x-1100ml-23445.jpg
Leche Alpina Semi-Descremada  ;Bolsa x 1.100 ml;Lacteo/Huevos y refrigerados;Leches ;3500;https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702001050130.jpg
Leche Alpina Deslactosada-Descremada ;Bolsa x 1.100 ml;Lacteo/Huevos y refrigerados;Leches ;3500;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496784-1000-1000/7702001053841.jpg?v=637230819660630000
Leche Alpina Descremada  ;Bolsa x 1.100 ml;Lacteo/Huevos y refrigerados;Leches ;3500;https://supertiendascomunal.com/5457-large_default/leche-descremada-alpina-11-lt.jpg
Leche Alpina Entera  ;Paca x 6 und;Lacteo/Huevos y refrigerados;Leches ;16200;https://metrocolombiafood.vteximg.com.br/arquivos/ids/266047-750-750/7702001041411.jpg?v=637230837843670000
Leche Alpina Deslactosada  ;Paca x 6 und;Lacteo/Huevos y refrigerados;Leches ;17700;https://exitocol.vtexassets.com/arquivos/ids/1782790/Leche-Deslactosada-Sixpack-En-Bolsa-X-11-Litros-Cu-576258_a.png?v=637236951475730000
Leche Alpina Semi-Descremada ;Paca x 6 und;Lacteo/Huevos y refrigerados;Leches ;21000;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496788-750-750/7702001050208.jpg?v=637230819678000000
Leche Alpina Deslactosada-Descremada ;Paca x 6 und;Lacteo/Huevos y refrigerados;Leches ;21000;https://mercaldas.vteximg.com.br/arquivos/ids/183332-1300-1300/LECHE-ALPINA-6UN-1100-DESLACDESCREM-BS.jpg?v=636996793400800000
Leche Alpina Descremada ;Paca x 6 und;Lacteo/Huevos y refrigerados;Leches ;21000;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496787-750-750/7702001050352.jpg?v=637230819672530000
Leche Colanta Entera;Bolsa x 1.100 ml;Lacteo/Huevos y refrigerados;Leches ;3000;https://metrocolombiafood.vteximg.com.br/arquivos/ids/161293-1000-1000/7702129003650-2.jpg?v=636670254575170000
Leche Colanta Deslactosada;Bolsa x 1.100 ml;Lacteo/Huevos y refrigerados;Leches ;3100;https://exitocol.vtexassets.com/arquivos/ids/1976110/Leche-Semidescremada-Deslactosada-Maxilitro-X-11-Litros-64883_a.jpg?v=637259106213630000
Leche Colanta Entera;Paca x 6 und;Lacteo/Huevos y refrigerados;Leches ;17800;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/160647-750-750/7702129003612-20-281-29.jpg?v=636106927140030000
Leche Colanta Deslactosada;Paca x 6 und;Lacteo/Huevos y refrigerados;Leches ;18800;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/160643-750-750/7702129006194-20-281-29.jpg?v=636106927124170000
Leche Alqueria Entera;Bolsa x 1.100 ml;Lacteo/Huevos y refrigerados;Leches ;3100;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3295320-1000-1000/7702177001783-1.jpg?v=636646652313570000
Leche Alqueria Deslactosada;Bolsa x 1.100 ml;Lacteo/Huevos y refrigerados;Leches ;3400;https://www.mercapava.com.co/wp-content/uploads/importedmedia/blogmedia-144841-600x600.jpg
Leche Alqueria Descremada Deslactosada;Bolsa x 1.100 ml;Lacteo/Huevos y refrigerados;Leches ;3400;https://cdn1.totalcode.net/la14/product-zoom/es/leche-descremada-deslactosada-alqueria-x1100ml-1.jpg
Leche Alqueria Entera;Paca x 6 und;Lacteo/Huevos y refrigerados;Leches ;18500;https://metrocolombiafood.vteximg.com.br/arquivos/ids/161294-750-750/7702177001790-1.jpg?v=636670254577130000
Leche Alqueria Deslactosada;Paca x 6 und;Lacteo/Huevos y refrigerados;Leches ;19900;https://metrocolombiafood.vteximg.com.br/arquivos/ids/161287-1000-1000/7702177008560-1.jpg?v=636670254568800000
Leche Alqueria Descremada Deslactosada;Paca x 6 und;Lacteo/Huevos y refrigerados;Leches ;20800;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3475883-750-750/7702177017982.jpg?v=637145275690670000
Leche Alqueria Descremada;Paca x 6 und;Lacteo/Huevos y refrigerados;Leche;18500;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3475890-1000-1000/7702177003527.jpg?v=637145275725370000
Leche Algarra Entera;Paca x 6 und;Lacteo/Huevos y refrigerados;Leches ;15500;https://www.merkadomi.com/wp-content/uploads/2020/08/gloria-algarra-6-1100ml-2.jpg
Leche Algarra Deslactosada;Paca x 6 und;Lacteo/Huevos y refrigerados;Leches ;16500;https://www.merkadomi.com/wp-content/uploads/2020/08/algarra-6-unidades.jpg
Leche Alpin Chocolate ;Paca x 6 und;Lacteo/Huevos y refrigerados;Leches ;8900;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496702-750-750/7702001116560.jpg?v=637230819345200000
Leche Alpin Fresa;Paca x 6 und;Lacteo/Huevos y refrigerados;Leches ;8900;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496701-750-750/7702001116577.jpg?v=637230819344900000
Leche Alpin Chocolate ;Bolsa x 800 ml;Lacteo/Huevos y refrigerados;Leches ;5300;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3537658-750-750/7702001155354.jpg?v=637344951889170000
Bebida Jappi Almendra Natural ;Caja x 900 ml;Lacteo/Huevos y refrigerados;Leches ;9300;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3498959-750-750/7702141003997.jpg?v=637237121063000000
Bebida Jappi Almendra Vainilla ;Caja x 900 ml;Lacteo/Huevos y refrigerados;Leches ;9300;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3498962-1000-1000/7702141004000.jpg?v=637237121067530000
Bebida Jappi Coco Natural ;Caja x 900 ml;Lacteo/Huevos y refrigerados;Leches ;9300;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3498963-750-750/7702141007544.jpg?v=637237121069570000
Leche Proleche Entera;Bolsa x 380 gr;Lacteo/Huevos y refrigerados;Leches en Polvo;8.400;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/188121-1000-1000/7702130612414_1.jpg?v=636144836385570000
Leche Proleche Entera;Bolsa x 900 gr;Lacteo/Huevos y refrigerados;Leches en Polvo;20300;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/188120-1000-1000/7702130612551_1.jpg?v=636144836384770000
Leche Proleche Deslactosada;Bolsa x 380 gr;Lacteo/Huevos y refrigerados;Leches en Polvo;9300;https://cdn.derematazo.com/wp-content/uploads/2019/08/Leche-En-Polvo-Bolsa-x-380-g-Deslactosada-Proleche-19297.jpg
Leche Proleche Descremada;Bolsa x 380 gr;Lacteo/Huevos y refrigerados;Leches en Polvo;9400;https://mercaldas.vteximg.com.br/arquivos/ids/156214-1300-1300/20997.jpg?v=636885399265330000
Leche Colanta Entera;Bolsa x 400 gr;Lacteo/Huevos y refrigerados;Leches en Polvo;8100;https://metrocolombiafood.vteximg.com.br/arquivos/ids/159647-1000-1000/7702129005159-1.jpg?v=636670251089370000
Leche Colanta Entera;Bolsa x 1000 gr;Lacteo/Huevos y refrigerados;Leches en Polvo;18400;https://colanta.com/sabe-mas/wp-content/uploads/2018/11/leche-polvo-entera-1kg.png
Leche Colanta Descremada;Bolsa x 400 gr;Lacteo/Huevos y refrigerados;Leches en Polvo;8400;https://admin.megatiendas.co/backend/admin/backend/web/archivosDelCliente/items/images/Lacteos-y-refrigerados-Leche-en-polvo-Leche-en-Polvo-Colanta-Slight-x-400-g-950220200629125804.jpg
Leche Colanta Deslactosada;Bolsa x 400 gr;Lacteo/Huevos y refrigerados;Leches en Polvo;;https://www.amercarya.com/wp-content/uploads/2020/08/Leche-COLANTA-en-polvo-deslactosada-400gr_ad7fd015-a6e7-4121-a3d6-504220f3587d.jpg
Leche El Rodeo;Bolsa x 900 gr;Lacteo/Huevos y refrigerados;Leches en Polvo;20500;https://metrocolombiafood.vteximg.com.br/arquivos/ids/251449-1000-1000/7702024025030-1.jpg?v=637112437052300000
Leche El Rodeo Nutri Rinde ;Bolsa x 364 gr;Lacteo/Huevos y refrigerados;Leches en Polvo;8800;https://admin.megatiendas.co/backend/admin/backend/web/archivosDelCliente/items/images/20200713105823-Lacteos-y-refrigerados-Leche-en-polvo-Alimento-Lacteo-El-Rodeo-Nutri-Rinde-x-364-g-11989202007131058239176.png
Leche El Rodeo Nutri Rinde ;Bolsa x 900 gr;Lacteo/Huevos y refrigerados;Leches en Polvo;19400;https://images.rappi.com/products/2091668946-1585716371833.png?e=webp
Leche Klim 1+ ;Bolsa x 500 gr;Lacteo/Huevos y refrigerados;Leches en Polvo;16800;https://metrocolombiafood.vteximg.com.br/arquivos/ids/249049-1000-1000/7702024025733-1.jpg?v=637079568134900000
Leche Klim  1+;Bolsa x 1000 gr;Lacteo/Huevos y refrigerados;Leches en Polvo;28900;https://locatelcolombia.vteximg.com.br/arquivos/ids/205820-1000-1000/7702024047612_FORMULA-INFANTIL-KLIM-ET.1-PREBIO-X-1000GR.png?v=636685536216030000
Leche Klim Fortificada;Bolsa x 360 gr;Lacteo/Huevos y refrigerados;Leches en Polvo;11100;https://i2.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2018/10/leche_klim_fortificada_360gr.jpg?fit=1000%2C1000&ssl=1
Leche Klim Fortificada;Bolsa x 840 gr;Lacteo/Huevos y refrigerados;Leches en Polvo;24800;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3487810-750-750/7702024185635.jpg?v=637190359206470000
Yogurt Alpina Fresa;Vaso x 150 ml;Lacteo/Huevos y refrigerados;Yogurt;1600;https://i0.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/04/yogourt_alpina_fresa.jpg?fit=700%2C700&ssl=1
Yogurt Alpina Melocoton;Vaso x 150 ml;Lacteo/Huevos y refrigerados;Yogurt;1600;https://cdn.shopify.com/s/files/1/0358/7787/9941/products/2006517_420x.jpg?v=1586655734
Yogurt Alpina Guanabana;Vaso x 150 ml;Lacteo/Huevos y refrigerados;Yogurt;1600;https://i1.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/05/alpina_yogurt_guanabana_200gr.jpg?fit=750%2C750&ssl=1
Yogurt Alpina Fresa;Vaso x 150 ml;Lacteo/Huevos y refrigerados;Yogurt;1600;https://larecetta.com/pub/media/catalog/product/cache/c687aa7517cf01e65c009f6943c2b1e9/h/t/httpsstorage.googleapis.comlarecetta-ibis-images2000557.jpg
Yogurt Alpina Fresa Deslactosado;Vaso x 150 ml;Lacteo/Huevos y refrigerados;Yogurt;1600;https://www.amercarya.com/wp-content/uploads/2020/08/Yogurt-ALPINA-deslactosado-fresa-150gr_9e3cde8e-60ed-4e9b-9159-6f095fd2ad22.jpg
Yogurt Alpina Melocoton Deslactosado;Vaso x 150 ml;Lacteo/Huevos y refrigerados;Yogurt;1600;https://www.amercarya.com/wp-content/uploads/2020/08/Yogurt-ALPINA-deslactosado-melocoton-150gr_b7f6114d-59c2-41a6-9afe-f4f3e796a8a6.jpg
Yogurt Alpina Fresa;Vaso x 200 ml;Lacteo/Huevos y refrigerados;Yogurt;2300;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496832-750-750/7702001044115.jpg?v=637230819842930000
Yogurt Alpina Melocoton;Vaso x 200 ml;Lacteo/Huevos y refrigerados;Yogurt;2300;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496833-1000-1000/7702001044122.jpg?v=637230819843570000
Yogurt Alpina Guanabana;Vaso x 200 ml;Lacteo/Huevos y refrigerados;Yogurt;2300;https://i1.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/05/alpina_yogurt_guanabana_200gr.jpg?fit=750%2C750&ssl=1
Yogurt Alpina Mora;Vaso x 200 ml;Lacteo/Huevos y refrigerados;Yogurt;2300;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496831-750-750/7702001044160.jpg?v=637230819842770000
Yogo Yogo Litro Mora;Bolsa x 1000 ml;Lacteo/Huevos y refrigerados;Yogurt;4300;https://mercadoacasa.co/wp-content/uploads/2020/05/yogo-yogo-mora-1000.jpg
Yogo Yogo Litro Melocoton;Bolsa x 1000 ml;Lacteo/Huevos y refrigerados;Yogurt;4300;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496813-1000-1000/7702001046423.jpg?v=637230819766870000
Yogo Yogo Litro Fresa;Bolsa x 1000 ml;Lacteo/Huevos y refrigerados;Yogurt;4300;https://metrocolombiafood.vteximg.com.br/arquivos/ids/265997-1000-1000/7702001046409.jpg?v=637230837651670000
Yogo Yogo Mora;Vaso x 150 ml;Lacteo/Huevos y refrigerados;Yogurt;1000;https://www.dumbomania.com/wp-content/uploads/2019/04/yogo-yogo-alpina-mora-vaso-.jpg
Yogo Yogo Melocoton;Vaso x 150 ml;Lacteo/Huevos y refrigerados;Yogurt;1000;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496813-1000-1000/7702001046423.jpg?v=637230819766870000
Yogo Yogo Fresa;Vaso x 150 ml;Lacteo/Huevos y refrigerados;Yogurt;1000;https://larecetta.com/pub/media/catalog/product/cache/c687aa7517cf01e65c009f6943c2b1e9/h/t/httpsstorage.googleapis.comlarecetta-ibis-images2000602.jpg
Yogurt Alpina Melocoton ;Botella x 1000 ml;Lacteo/Huevos y refrigerados;Yogurt;9500;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496834-750-750/7702001043941.jpg?v=637230819844670000
Yogurt Alpina Fresa;Botella x 1000 ml;Lacteo/Huevos y refrigerados;Yogurt;9500;https://images.rappi.com/products/357793-1583765947543.jpg?d=500x500
Yogurt Alpina Melocoton;Botella x 1750 ml;Lacteo/Huevos y refrigerados;Yogurt;14700;https://merkandoya.com/imgproductos/41a931d0-8518-11ea-bbc2-e1ddb3edd09320200422230941.jpg
Yogurt Alpina Fresa;Botella x 1750 ml;Lacteo/Huevos y refrigerados;Yogurt;14700;https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702001046508.jpg
Yogurt Alpina Melocoton;Bolsa x 900 ml;Lacteo/Huevos y refrigerados;Yogurt;6100;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496808-750-750/7702001047406.jpg?v=637230819753400000
Yogurt Alpina Fresa;Bolsa x 900 ml;Lacteo/Huevos y refrigerados;Yogurt;6100;https://metrocolombiafood.vteximg.com.br/arquivos/ids/265989-1000-1000/7702001047390.jpg?v=637230837619100000
Yogo Yogo Cereal Fresa;Vaso x 130 gr;Lacteo/Huevos y refrigerados;Yogurt;1500;https://larecetta.com/pub/media/catalog/product/cache/c687aa7517cf01e65c009f6943c2b1e9/h/t/httpsstorage.googleapis.comlarecetta-ibis-images2006084.jpg
Yogo Yogo Cereal Natural;Vaso x 130 gr;Lacteo/Huevos y refrigerados;Yogurt;1500;https://larecetta.com/pub/media/catalog/product/cache/c687aa7517cf01e65c009f6943c2b1e9/h/t/httpsstorage.googleapis.comlarecetta-ibis-images2006084.jpg
Yogo Yogo Cereal Chocolate;Vaso x 130 gr;Lacteo/Huevos y refrigerados;Yogurt;1500;https://triunfoq.com/wp-content/uploads/2019/05/7702001106714-600x600.jpg
Yogo Yogo ;x 8 und;Lacteo/Huevos y refrigerados;Yogurt;6800;https://admin.megatiendas.co/backend/admin/backend/web/archivosDelCliente/items/images/Lacteos-y-refrigerados-Yogurt-y-bebidas-lacteas-Yogo-Yogo-Surtido-8-unds-x-150-g-cu-1038620200629125802.jpg
Yogurt Alpina Yox Vainilla;Botella x 100 gr ;Lacteo/Huevos y refrigerados;Yogurt;1800;https://mercaldas.vteximg.com.br/arquivos/ids/183201-1300-1300/YOGURT-ALPINA-YOX-100-VAINILLA-FR.jpg?v=636996792879230000
Yogurt Alpina Yox Melocoton;Botella x 100 gr ;Lacteo/Huevos y refrigerados;Yogurt;1800;https://i1.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/02/yox_melocoton_100gr.jpg?fit=1000%2C1000&ssl=1
Yogurt Alpina Yox Mora;Botella x 100 gr ;Lacteo/Huevos y refrigerados;Yogurt;1800;https://www.dumbomania.com/wp-content/uploads/2019/04/WhatsApp-Image-2019-04-10-at-11.32.38-AM-1.jpeg
Yogurt Alpina Yox Fresa;Botella x 100 gr ;Lacteo/Huevos y refrigerados;Yogurt;1800;https://mercaldas.vteximg.com.br/arquivos/ids/183199-1300-1300/YOGURT-ALPINA-YOX-100-FRESA-FR.jpg?v=636996792873770000
Yogurt Alpina Griego 0% Fresa;Vaso 150 gr;Lacteo/Huevos y refrigerados;Yogurt;3200;https://i0.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/05/alpina_yogurt_griego_fresa.jpg?fit=750%2C750&ssl=1
Yogurt Alpina Griego 0% Mandarina;Vaso 150 gr;Lacteo/Huevos y refrigerados;Yogurt;3200;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496965-750-750/7702001148912.jpg?v=637230833618600000
Yogurt Alpina Griego 0% Coco;Vaso 150 gr;Lacteo/Huevos y refrigerados;Yogurt;3200;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496963-750-750/7702001148936.jpg?v=637230833614700000
Yogurt Alpina Griego 0% Limon;Vaso 150 gr;Lacteo/Huevos y refrigerados;Yogurt;3200;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496964-1000-1000/7702001148929.jpg?v=637230833617030000
Yogurt Alpina Griego 0% Mora;Vaso 150 gr;Lacteo/Huevos y refrigerados;Yogurt;3200;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496778-750-750/7702001055067.jpg?v=637230819637330000
Yogurt Alpina Finesse Mora;Botella x 1000 ml;Lacteo/Huevos y refrigerados;Yogurt;10700;https://metrocolombiafood.vteximg.com.br/arquivos/ids/266020-750-750/7702001042753.jpg?v=637230837730670000
Yogurt Alpina Finesse Melocoton;Botella x 1000 ml;Lacteo/Huevos y refrigerados;Yogurt;10700;https://colsubsidiogrocery.vtexassets.com/arquivos/ids/158597-800-450?width=800&height=450&aspect=true
Yogurt Alpina Finesse Mora;Vaso x 180 ml;Lacteo/Huevos y refrigerados;Yogurt;2500;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496859-750-750/7702001041725.jpg?v=637230819953200000
Yogurt Alpina Finesse Fresa;Vaso x 180 ml;Lacteo/Huevos y refrigerados;Yogurt;2500;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496858-1000-1000/7702001041749.jpg?v=637230819950570000
Yogurt Alpina Finess Melocoton;Vaso x 180 ml ;Lacteo/Huevos y refrigerados;Yogurt;2500;https://metrocolombiafood.vteximg.com.br/arquivos/ids/266039-1000-1000/7702001041756.jpg?v=637230837814530000
Yogurt Alpina Finesse Musli;Vaso x 170 ml;Lacteo/Huevos y refrigerados;Yogurt;2900;https://supermercadocomunal.com/verbenal/3776-large_default/alpina-yogurt-finess170gr.jpg
Yogurt Alpina Baby ;Vaso x 113;Lacteo/Huevos y refrigerados;Yogurt;2300;https://my7.digitalexperience.ibm.com/1285e1d2-5151-4eab-9da2-775291879cb9/dxresources/e57a/e57a8d60-5830-4959-aba2-2497491b7066.png?resize=600px%3A600px&crop=600%3A600%3B0%2C0
Yogurt Alpina Baby Cereal;Vaso x 105;Lacteo/Huevos y refrigerados;Yogurt;2500;https://my7.digitalexperience.ibm.com/1285e1d2-5151-4eab-9da2-775291879cb9/dxresources/264c/264cb039-1002-4fab-a859-a54c3bbae9e4.png?resize=600px%3A600px&crop=600%3A600%3B0%2C0
BonYour Alpina Piazza;Vaso x 105;Lacteo/Huevos y refrigerados;Yogurt;2500;https://metrocolombiafood.vteximg.com.br/arquivos/ids/265861-1000-1000/7702001124763.jpg?v=637230837047170000
BonYour Alpina Black;Vaso x 169 gr;Lacteo/Huevos y refrigerados;Yogurt;2700;https://metrocolombiafood.vteximg.com.br/arquivos/ids/265941-400-400/7702001086498.jpg?v=637230837344070000
BonYour Alpina Zucaritas;Vaso x 169 gr;Lacteo/Huevos y refrigerados;Yogurt;2700;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496760-750-750/7702001086023.jpg?v=637230819561930000
BonYour Alpina Chocokrispies;Vaso x 169 gr;Lacteo/Huevos y refrigerados;Yogurt;2700;https://i1.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/03/bonyur_chocokrispis_169gr.jpg?fit=1000%2C1000&ssl=1
BonYour Alpina Chocozo;Vaso x 169 gr;Lacteo/Huevos y refrigerados;Yogurt;2700;https://cdn.derematazo.com/wp-content/uploads/2019/08/Bonyurt-Alpina-Cereal-RecubChocolate-x-172g-22508.jpg
Mini BonYour Alpina Candy;Vaso x 100 gr ;Lacteo/Huevos y refrigerados;Yogurt;2200;https://i1.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/02/alpina_mini_bon_yourt_chococandy_100gr.jpg?fit=800%2C800&ssl=1
Papas Super Ricas Todo Rico BBQ;Bolsa x 250 gr;Pasabocas;Papas Fritas y Paquetes;5900;https://www.larebajavirtual.com/images/productos/sii/F/300x300/todo_rico_bbq_familiar_super_ricas-99391-1594703696.png
Papas Super Ricas Todo Rico Natural;Bolsa x 250 gr ;Pasabocas;Papas Fritas y Paquetes;5900;https://metrocolombiafood.vteximg.com.br/arquivos/ids/165942-1000-1000/7702152009193-1.jpg?v=636670854237570000
Papas Super Ricas Todo Rico BBQ;Bolsa x 180 gr;Pasabocas;Papas Fritas y Paquetes;4800;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/158088-1000-1000/7702152003504.jpg?v=636081687985800000
Papas Super Ricas Todo Rico Natural;Bolsa x 180 gr;Pasabocas;Papas Fritas y Paquetes;4800;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/158088-750-750/7702152003504.jpg?v=636081687985800000
Papas Super Ricas Todo Rico BBQ;Bolsa x  150 gr;Pasabocas;Papas Fritas y Paquetes;4100;https://cdn.shopify.com/s/files/1/0270/7059/5139/products/TODO_RICO_BBQ_150_g_9d285705-9fae-41ad-8ddb-d542fb795023.png?v=1599162166
Papas Super Ricas Todo Rico Original;Bolsa x 150 gr;Pasabocas;Papas Fritas y Paquetes;4100;https://d50xhnwqnrbqk.cloudfront.net/images/products/large/superr.jpg
Papas Super Ricas Fritas Pollo ;Bolsa x 320 gr;Pasabocas;Papas Fritas y Paquetes;6700;https://exitocol.vtexassets.com/arquivos/ids/1765513-800-auto?width=800&height=auto&aspect=true
Papas Super Ricas Fritas Natural;Bolsa x 215 gr;Pasabocas;Papas Fritas y Paquetes;4800;https://metrocolombiafood.vteximg.com.br/arquivos/ids/267938-1000-1000/7702152002255.jpg?v=637242039369600000
Papas Super Ricas Fritas Pollo ;Bolsa x 205 gr ;Pasabocas;Papas Fritas y Paquetes;4800;https://images.rappi.com/products/620765-1559235068.png?d=500x500&e=webp
Papas Super Ricas Fritas Pollo ;Bolsa x 105 gr;Pasabocas;Papas Fritas y Paquetes;3200;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3539109-1000-1000/7702152109831.jpg?v=637352028532230000
Papas Super Ricas Fritas Picante;Bolsa x 115 gr;Pasabocas;Papas Fritas y Paquetes;3200;https://images.rappi.com/products/494072-1559235067.png?d=500x500&e=webp
Papas Super Ricas Fritas Natural;Bolsa x 105 gr;Pasabocas;Papas Fritas y Paquetes;3200;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3539108-1000-1000/7702152109824.jpg?v=637352028529600000
Papas Super Ricas Fritas Crocantes ;Bolsa x 115 gr;Pasabocas;Papas Fritas y Paquetes;3500;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3458994-750-750/7702152101231---PAPA-CROKANTE-COSTILLA-DE-CERDO-X-115GR.jpg?v=637039162324770000
Papas Super Ricas Fritas Crocantes ;Bolsa x 115 gr;Pasabocas;Papas Fritas y Paquetes;3500;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3458991-1000-1000/7702152006406---PAPA---SUPER-RICAS-CROKANTE--NATURAL-115GR.jpg?v=637039162313700000
Papas Super Ricas Fritas Fosforitos ;Bolsa x 200 gr;Pasabocas;Papas Fritas y Paquetes;3600;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3494190-1000-1000/7702152001036.jpg?v=637223807688830000
Tajamiel Super Ricas Platano Maduro;Bolsa x 135 gr;Pasabocas;Papas Fritas y Paquetes;3600;https://exitocol.vtexassets.com/arquivos/ids/2081675-800-auto?width=800&height=auto&aspect=true
Tajaditas Super Ricas Platano Verde;Bolsa x 135 gr;Pasabocas;Papas Fritas y Paquetes;3600;https://metrocolombiafood.vteximg.com.br/arquivos/ids/267944-1000-1000/7702152107967.jpg?v=637242039399900000
Papas Margarita De Todito Natural;Bolsa x 400 gr;Pasabocas;Papas Fritas y Paquetes;7700;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3484364-1000-1000/7702189030443.jpg?v=637175561746170000
Papas Margarita De Todito Natural;Bolsa x 150 gr;Pasabocas;Papas Fritas y Paquetes;4200;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3484423-1000-1000/7702189054036.jpg?v=637175561956630000
Papas Margarita De Todito Mix;Bolsa x 150 gr;Pasabocas;Papas Fritas y Paquetes;4200;https://metrocolombiafood.vteximg.com.br/arquivos/ids/259441-1000-1000/7702189054050.jpg?v=637175640813230000
Papas Margarita De Todito BBQ;Bolsa x 150 gr;Pasabocas;Papas Fritas y Paquetes;4200;https://exitocol.vtexassets.com/arquivos/ids/1978516-800-auto?width=800&height=auto&aspect=true
Papas Margarita  Fritas Natural;Bolsa x 105 gr;Pasabocas;Papas Fritas y Paquetes;3400;https://metrocolombiafood.vteximg.com.br/arquivos/ids/259434-750-750/7702189053787.jpg?v=637175640789670000
Papas Margarita  Fritas Pollo;Bolsa x 105 gr;Pasabocas;Papas Fritas y Paquetes;3400;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3484417-1000-1000/7702189053770.jpg?v=637175561929570000
Papas Margarita Onduladas  Tomate;Bolsa x 105 gr;Pasabocas;Papas Fritas y Paquetes;3400;https://metrocolombiafood.vteximg.com.br/arquivos/ids/259437-1000-1000/7702189053848.jpg?v=637175640797800000
Papas Margarita Onduladas  Mayonesa;Bolsa x 105 gr;Pasabocas;Papas Fritas y Paquetes;3400;https://metrocolombiafood.vteximg.com.br/arquivos/ids/259435-1000-1000/7702189053831.jpg?v=637175640793430000
Papas Margarita Receta Clasica Alitas BBQ;Bolsa x 120 gr;Pasabocas;Papas Fritas y Paquetes;3900;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3484397-1000-1000/7702189051455.jpg?v=637175561863830000
Papas Margarita Receta Clasica Sal;Bolsa x 120 gr;Pasabocas;Papas Fritas y Paquetes;3900;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3484396-1000-1000/7702189051431.jpg?v=637175561850070000
Papas Margarita Fosforito;Bolsa x 182 gr;Pasabocas;Papas Fritas y Paquetes;4100;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/190424-1000-1000/7702189033093.jpg?v=636162204226800000
Choclitos Margarita ;Bolsa x 230 gr;Pasabocas;Papas Fritas y Paquetes;3700;https://secureservercdn.net/50.62.88.95/vx2.bc3.myftpupload.com/wp-content/uploads/2019/05/7702189045799.jpg?time=1599745994
